List Type,List Size,Algorithm,Run Time
Reverse Ordered Data,10,Bubble Sort,0.00000817
Reverse Ordered Data,10,Bubble Sort,0.00000784
Reverse Ordered Data,10,Bubble Sort,0.00000797
Reverse Ordered Data,10,Bubble Sort,0.00000802
Reverse Ordered Data,10,Bubble Sort,0.00000793
Reverse Ordered Data,10,Bubble Sort,0.00000800
Reverse Ordered Data,10,Bubble Sort,0.00000815
Reverse Ordered Data,10,Bubble Sort,0.00003894
Reverse Ordered Data,10,Bubble Sort,0.00000973
Reverse Ordered Data,10,Bubble Sort,0.00000782
Reverse Ordered Data,10,Bubble Sort,0.00000771
Reverse Ordered Data,10,Bubble Sort,0.00000729
Reverse Ordered Data,10,Bubble Sort,0.00000728
Reverse Ordered Data,10,Bubble Sort,0.00000759
Reverse Ordered Data,10,Bubble Sort,0.00000734
Reverse Ordered Data,10,Bubble Sort,0.00000761
Reverse Ordered Data,10,Bubble Sort,0.00000737
Reverse Ordered Data,10,Bubble Sort,0.00000744
Reverse Ordered Data,10,Bubble Sort,0.00000732
Reverse Ordered Data,10,Bubble Sort,0.00000739
Reverse Ordered Data,10,Bubble Sort,0.00000766
Reverse Ordered Data,10,Bubble Sort,0.00000757
Reverse Ordered Data,10,Bubble Sort,0.00000784
Reverse Ordered Data,10,Bubble Sort,0.00000757
Reverse Ordered Data,10,Bubble Sort,0.00000750
Reverse Ordered Data,10,Bubble Sort,0.00000731
Reverse Ordered Data,10,Bubble Sort,0.00000770
Reverse Ordered Data,10,Bubble Sort,0.00000755
Reverse Ordered Data,10,Bubble Sort,0.00016908
Reverse Ordered Data,10,Bubble Sort,0.00000824
Reverse Ordered Data,10,Bubble Sort,0.00000768
Reverse Ordered Data,10,Bubble Sort,0.00000754
Reverse Ordered Data,10,Bubble Sort,0.00001016
Reverse Ordered Data,10,Bubble Sort,0.00001026
Reverse Ordered Data,10,Bubble Sort,0.00000744
Reverse Ordered Data,10,Bubble Sort,0.00000742
Reverse Ordered Data,10,Bubble Sort,0.00003991
Reverse Ordered Data,10,Bubble Sort,0.00000826
Reverse Ordered Data,10,Bubble Sort,0.00000747
Reverse Ordered Data,10,Bubble Sort,0.00000737
Reverse Ordered Data,10,Bubble Sort,0.00000766
Reverse Ordered Data,10,Bubble Sort,0.00000729
Reverse Ordered Data,10,Bubble Sort,0.00000755
Reverse Ordered Data,10,Bubble Sort,0.00000735
Reverse Ordered Data,10,Bubble Sort,0.00000742
Reverse Ordered Data,10,Bubble Sort,0.00000741
Reverse Ordered Data,10,Bubble Sort,0.00000740
Reverse Ordered Data,10,Bubble Sort,0.00000746
Reverse Ordered Data,10,Bubble Sort,0.00000746
Reverse Ordered Data,10,Bubble Sort,0.00000728
Reverse Ordered Data,10,Bubble Sort,0.00000758
Reverse Ordered Data,10,Bubble Sort,0.00000726
Reverse Ordered Data,10,Bubble Sort,0.00000738
Reverse Ordered Data,10,Bubble Sort,0.00000745
Reverse Ordered Data,10,Bubble Sort,0.00000743
Reverse Ordered Data,10,Bubble Sort,0.00000747
Reverse Ordered Data,10,Bubble Sort,0.00000735
Reverse Ordered Data,10,Bubble Sort,0.00000728
Reverse Ordered Data,10,Bubble Sort,0.00000751
Reverse Ordered Data,10,Bubble Sort,0.00000727
Reverse Ordered Data,10,Bubble Sort,0.00000738
Reverse Ordered Data,10,Bubble Sort,0.00000740
Reverse Ordered Data,10,Bubble Sort,0.00000737
Reverse Ordered Data,10,Bubble Sort,0.00000742
Reverse Ordered Data,10,Bubble Sort,0.00000747
Reverse Ordered Data,10,Bubble Sort,0.00000759
Reverse Ordered Data,10,Bubble Sort,0.00000719
Reverse Ordered Data,10,Bubble Sort,0.00000722
Reverse Ordered Data,10,Bubble Sort,0.00000723
Reverse Ordered Data,10,Bubble Sort,0.00000738
Reverse Ordered Data,10,Bubble Sort,0.00000742
Reverse Ordered Data,10,Bubble Sort,0.00000738
Reverse Ordered Data,10,Bubble Sort,0.00000743
Reverse Ordered Data,10,Bubble Sort,0.00000728
Reverse Ordered Data,10,Bubble Sort,0.00000735
Reverse Ordered Data,10,Bubble Sort,0.00000727
Reverse Ordered Data,10,Bubble Sort,0.00000736
Reverse Ordered Data,10,Bubble Sort,0.00000743
Reverse Ordered Data,10,Bubble Sort,0.00000727
Reverse Ordered Data,10,Bubble Sort,0.00000740
Reverse Ordered Data,10,Bubble Sort,0.00000727
Reverse Ordered Data,10,Bubble Sort,0.00000733
Reverse Ordered Data,10,Bubble Sort,0.00000744
Reverse Ordered Data,10,Bubble Sort,0.00000728
Reverse Ordered Data,10,Bubble Sort,0.00000750
Reverse Ordered Data,10,Bubble Sort,0.00000739
Reverse Ordered Data,10,Bubble Sort,0.00000728
Reverse Ordered Data,10,Bubble Sort,0.00000733
Reverse Ordered Data,10,Bubble Sort,0.00000761
Reverse Ordered Data,10,Bubble Sort,0.00000749
Reverse Ordered Data,10,Bubble Sort,0.00000744
Reverse Ordered Data,10,Bubble Sort,0.00000715
Reverse Ordered Data,10,Bubble Sort,0.00000746
Reverse Ordered Data,10,Bubble Sort,0.00000722
Reverse Ordered Data,10,Bubble Sort,0.00000749
Reverse Ordered Data,10,Bubble Sort,0.00000733
Reverse Ordered Data,10,Bubble Sort,0.00000735
Reverse Ordered Data,10,Bubble Sort,0.00000733
Reverse Ordered Data,10,Bubble Sort,0.00000742
Reverse Ordered Data,10,Bubble Sort,0.00000726
Reverse Ordered Data,10,Bubble Sort,0.00000731
Reverse Ordered Data,10,Bubble Sort,0.00000748
Reverse Ordered Data,10,Bubble Sort,0.00000745
Reverse Ordered Data,10,Bubble Sort,0.00000736
Reverse Ordered Data,10,Bubble Sort,0.00000727
Reverse Ordered Data,10,Bubble Sort,0.00000719
Reverse Ordered Data,10,Bubble Sort,0.00000733
Reverse Ordered Data,10,Bubble Sort,0.00000735
Reverse Ordered Data,10,Bubble Sort,0.00000737
Reverse Ordered Data,10,Bubble Sort,0.00000731
Reverse Ordered Data,10,Bubble Sort,0.00000744
Reverse Ordered Data,10,Bubble Sort,0.00000733
Reverse Ordered Data,10,Bubble Sort,0.00000719
Reverse Ordered Data,10,Bubble Sort,0.00000749
Reverse Ordered Data,10,Bubble Sort,0.00000748
Reverse Ordered Data,10,Bubble Sort,0.00000738
Reverse Ordered Data,10,Bubble Sort,0.00000730
Reverse Ordered Data,10,Bubble Sort,0.00000760
Reverse Ordered Data,10,Bubble Sort,0.00000755
Reverse Ordered Data,10,Bubble Sort,0.00000751
Reverse Ordered Data,10,Bubble Sort,0.00000757
Reverse Ordered Data,10,Bubble Sort,0.00000768
Reverse Ordered Data,10,Bubble Sort,0.00000744
Reverse Ordered Data,10,Bubble Sort,0.00000757
Reverse Ordered Data,10,Bubble Sort,0.00000758
Reverse Ordered Data,10,Bubble Sort,0.00000760
Reverse Ordered Data,10,Bubble Sort,0.00000748
Reverse Ordered Data,10,Bubble Sort,0.00000975
Reverse Ordered Data,10,Bubble Sort,0.00000774
Reverse Ordered Data,10,Bubble Sort,0.00001261
Reverse Ordered Data,10,Bubble Sort,0.00000849
Reverse Ordered Data,10,Bubble Sort,0.00000783
Reverse Ordered Data,10,Bubble Sort,0.00000739
Reverse Ordered Data,10,Bubble Sort,0.00000747
Reverse Ordered Data,10,Bubble Sort,0.00000736
Reverse Ordered Data,10,Bubble Sort,0.00000736
Reverse Ordered Data,10,Bubble Sort,0.00000737
Reverse Ordered Data,10,Bubble Sort,0.00000726
Reverse Ordered Data,10,Bubble Sort,0.00000744
Reverse Ordered Data,10,Bubble Sort,0.00001078
Reverse Ordered Data,10,Bubble Sort,0.00000853
Reverse Ordered Data,10,Bubble Sort,0.00000816
Reverse Ordered Data,10,Bubble Sort,0.00000796
